,name,gender,meanings
3240,Ingrida,g,beauty of froy
3241,Ingrit,g,beauty of froy
3242,Ingunn,g,loved by froy
3243,Ingunna,g,heros daughter
3244,Inimai,g,sweetness
3245,Inimoli,g,sweet voice
3246,Inimoliyaal,g,girl with sweet voice
3247,Iniya,g,sweet
3248,Iniyaal,g,sweet
3249,Iniyaval,g,sweet
3250,Injerd,g,under ings protection
3251,Inkeri,g,heros daughter
3252,Inkurali,g,possessing melodious voice
3253,Innila,g,sweet moon
3254,Innisai,g,sweet melody
3255,Inocenta,g,"innocent,innocent."
3256,Ioanna,g,gracious
3257,Iolana,g,soar like an eagle
3258,Iolani,g,royal hawk
3259,Iolantha,g,violet
3260,Iolanthe,g,violet
3261,Iona,u,"from the kings island.,violet.,purple jewel,legendary king of france.,dove. also the name of a scottish island.."
3262,Ionessa,g,amethyst
3263,Ionia,g,amethyst
3264,Iora,g,pure
3265,Iordanka,g,descendent
3266,Iphegenia,g,daughter sacrificed by agamemnon.
3267,Iphigenia,g,mythological creature
3268,Iphigenie,g,mythical creature
3269,Ipsa,g,"ambition, desire"
3270,Iraimani,g,divine gem
3271,Iraja,g,wind's daughter
3272,Iravati,g,ravi river in india
3273,Irenke,g,peaceful
3274,Iria,g,form of iris the rainbow
3275,Iris,g,"colorful, rainbow,flower."
3276,Irisa,g,iris
3277,Irish,u,from ireland
3278,Irit,g,daffodil
3279,Irma,g,complete one
3280,Irta,g,pearl
3281,Irvetta,g,friend of the sea
3282,Irvette,g,friend of the sea
3283,Isadore,u,gift of isis
3284,Isai,u,melody
3285,Isana,g,strong willed
3286,Isane,g,strong willed
3287,Isanne,g,from isabel
3288,Isaura,g,soft air
3289,Isaure,g,gentle breeze
3290,Ishaisa,g,
3291,Ismena,g,learned
3292,Ismene,g,daughter of oedipus
3293,Ismini,g,sister of antigone
3294,Isold,g,"the fair.,rule of ice"
3295,Isolda,g,"the fair.,rule of ice.,the fair,beautiful. fair."
3296,Isole,g,rule of ice
3297,Istas,g,"snow,snow."
3298,Itala,g,from italy
3299,Italia,g,italy
3300,Itkila,g,fragrant
3301,Itsaso,g,"ocean.,sea"
3302,Ituha,g,"sturdy oak,sturdy oak."
3303,Itzcali,g,house of beauty
3304,Ivania,g,feminine of ivan
3305,Ivey,u,a climbing evergreen ornamental plant.
3306,Ivie,g,"form of ivy ivy plant,a climbing evergreen ornamental plant.."
3307,Ivyanne,g,a climbing evergreen ornamental plant.
3308,Iwalani,g,heavenly seagull
3309,Iwona,g,"polish form of yvonne, bow of yew."
3310,Izabel,g,portuguese version of the name elizabeth..
3311,Izabelle,g,beautiful
3312,Izar,g,"star.,star"
3313,Izegbe,g,log awaited child
3314,Izellah,g,little princess
3315,Izusa,g,"white stone,white stone."
3316,Jaba,g,hibiscus
3317,Jacalyn,g,feminine of jacques
3318,Jacenia,g,hyacinth
3319,Jacinda,g,"beautiful,"
3320,Jacintha,g,beautiful
3321,Jacinthe,g,hyacinth
3322,Jacqueleen,u,feminine of jacques
3323,Jacquelin,u,french form of jacob
3324,Jacquelle,g,purest supplanter
3325,Jacquenetta,g,little jacques
3326,Jacquenette,g,little jacques
3327,Jacynth,g,"beautiful, beloved"
3328,Jade,u,"green gemstone,the name of a semi-precious stone.."
3329,Jadelyn,g,combination of jade and lynn.
3330,Jadira,g,"the gemstone jade, the color green."
3331,Jadranka,g,from hadria
3332,Jadriga,g,refuge in war
3333,Jadryga,g,refuge in war
3334,Jadwiga,g,the contentious one
3335,Jady,g,"the gemstone jade, the color green."
3336,Jadzia,g,princess
3337,Jaelyn,g,bird of light
3338,Jaganmata,g,mother of the world
3339,Jagati,g,bestowed with speed
3340,Jagrati,g,awakening
3341,Jagruti,g,"awareness,awakening; awareness"
3342,Jagvi,g,worldly
3343,Jahnavi,g,"ganga river,ganga river in india"
3344,Jaida,g,"the gemstone jade, the color green."
3345,Jaide,g,from the jadestone
3346,Jaimin,u,i love
3347,Jairdan,u,teacher - one who enlightens.
3348,Jaitashri,g,"name of a music raaga,name of an indian music raaga"
3349,Jakobe,u,feminine form of jakoh
3350,Jakobie,g,feminine form of jakoh
3351,Jakobien,g,tears
3352,Jalbala,g,lotus flower
3353,Jaleh,g,rain
3354,Jalen,u,bird of light
3355,Jalena,g,light
3356,Jalene,g,from james
3357,Jalia,g,noble
3358,Jaliyiah,g,sweet and loving
3359,Jalpa,g,discussion
3360,Jalsa,u,"celebratory procession,celebration"
3361,Jamari,u,warrior
3362,Jamese,u,from james
3363,Jameson,u,son of james
3364,Jamilee,g,beautiful
3365,Jamini,g,night.
3366,Jamison,u,"james son,pet form of james used as a womans name.."
3367,Jamuna,g,"holy river,"
3368,Jamyson,u,supplanter
3369,Janaki,g,"seeta,daughter of king janak (sita)"
3370,Janaknandini,g,daugter of king janak (sita)
3371,Janeeva,g,juniper berry
3372,Janisha,g,dispeller of ignorance
3373,Jannali,g,the moon
3374,Jaquenetta,g,the supplanter
3375,Jara,g,anc
3376,Jarnsaxa,g,a giant
3377,Jarul,g,flower queen
3378,Jarvia,g,as sharp or keen as a spear.
3379,Jarvinia,g,keen intelligence
3380,Jaskeeratpal,g,
3381,Jasmeen,g,"a flower name from the older form jessamine.,a flower name from the older form jessamine.."
3382,Jasmine,u,"a flower in the olive family.,a climbing vine plant that has fragrant flowers used to make perfume.."
3383,Jasmit,g,famed
3384,Jasmyne,g,a flower name from the older form jessamine.
3385,Jasna,g,clear
3386,Jason,u,healer
3387,Jaspinder,g,
3388,Jaspreet,g,
3389,Jasum,g,hibiscus
3390,Jasweer,g,victorious
3391,Jatinder,u,",one who has conquered the five evils"
3392,Jawahar,u,"precious stones,gem,jewel"
3393,Jayalakshmi,g,
3394,Jayamala,g,a garland of flowers given to the won who wins
3395,Jayanthi,g,succes
3396,Jayaprabha,g,light of victory
3397,Jayaprada,g,"giver of victory,one who gives victory"
3398,Jayashree,g,victorious woman
3399,Jayasudha,g,nectar of victory
3400,Jayavanti,g,victorious
3401,Jayde,g,"the gemstone jade, the color green."
3402,Jaysley,u,a medow off birds
3403,Jaythen,g,"jay, jai"
3404,Jazmine,g,a flower name from the older form jessamine.
3405,Jazzelle,g,"promise, special one"
3406,Jazzmine,g,a flower name from the older form jessamine.
3407,Jazzmyn,g,a flower name from the older form jessamine.
3408,Jeanetta,g,little jean
3409,Jeannell,g,diminutive form of jeanne
3410,Jeannelle,g,comes from the name jean and elle meaning girl.
3411,Jeannine,g,diminutive form of jane or jeanne.
3412,Jeet,g,victorious
3413,Jeevitha,g,life
3414,Jehane,g,feminine form of jean
3415,Jelena,g,light
3416,Jendayi,g,thankful
3417,Jendyose,u,have done good to produce this child.
3418,Jeneil,g,champion wave
3419,Jenell,g,"knowledge, understanding, kindness."
3420,Jenella,g,diminutive form of jeanne
3421,Jenelle,g,diminutive form of jeanne
3422,Jenene,g,diminutive form of jeanne
3423,Jenette,g,diminutive form of jeanne
3424,Jenibelle,g,beautiful and bright
3425,Jenice,g,"jehovah has been gracious, has shown favor."
3426,Jenifer,g,white wave
3427,Jenine,g,diminutive form of jane or jeanne.
3428,Jennelle,u,from jenny
3429,Jennessa,g,from jennifer and vanessa
3430,Jennine,g,diminutive form of jane or jeanne.
3431,Jennyl,g,fair
3432,Jenralyn,g,modern blend of jerry and marilyn.
3433,Jenski,u,coming home
3434,Jera,g,holy
3435,Jeralyn,g,modern blend of jerry and marilyn.
3436,Jerelyn,g,modern blend of jerry and marilyn.
3437,Jeri,g,from the name geraldine
3438,Jerica,g,"strong, a gifted ruler"
3439,Jerilyn,g,modern blend of jerry and marilyn.
3440,Jerilynn,g,modern blend of jerry and marilyn.
3441,Jerrica,g,honorable one who rules by the spear.
3442,Jerrilyn,g,modern blend of jerry and marilyn.
3443,Jersey,u,from a section of england
3444,Jeryl,u,"strong, open-minded blend of jerold and darell."
3445,Jesal,g,
3446,Jesimae,g,wealthy and bitter
3447,Jeslyn,g,blessed with wealth and beauty.
3448,Jessamine,g,jasmine
3449,Jessamyn,g,a flower name from the older form jessamine.
3450,Jestine,g,"just, upright feminine of justin.,just; upright. feminine of justin.."
3451,Jetje,g,ruler of the home
3452,Jetta,g,black gem
3453,Jette,g,coal black
3454,Jewel,u,"jewel.,joy, precious stone"
3455,Jewell,u,precious gem
3456,Jhalak,g,glimpse; spark; sudden motion
3457,Jiao,g,one who is pretty and gentle..
3458,Jiba,g,the moon
3459,Jiera,g,beautiful one
3460,Jigisha,g,superior
3461,Jignasa,g,academic curiosity
3462,Jigyasa,g,curiosity to know things
3463,Jiles,u,shield bearer
3464,Jill,g,girl/sweetheart
3465,Jilpa,g,life giving
3466,Jineen,g,diminutive form of jane or jeanne.
3467,Jinelle,g,from guinevere
3468,Jing,g,beauty.
3469,Jiselle,g,pledge phonetic spelling of giselle.
3470,Jiut,g,rose
3471,Jiva,u,soul
3472,Jivanta,g,gives life
3473,Jiya,g,"piece of heart,sweet heart"
3474,Jobeth,g,combination of jo and beth.
3475,Jocasta,g,cheerful
3476,Jocelin,g,"supplanter,supplanter."
3477,Jocelyn,u,"playful.,supplanter.,light hearted,medieval male name adopted as a feminine name..,one of the goths. introduced into britam as a masculine name during the norman conquest, jocelyn was adopted as a feminine first name in the early 20th century.."
3478,Jocelyne,g,"playful, medieval m name adopted as a feminine name.,medieval male name adopted as a feminine name.."
3479,Jocelynn,g,"medieval m name adopted as a feminine name.,medieval male name adopted as a feminine name.."
3480,Jodee,g,feminine of nickname for joseph and jude.
3481,Johnelle,g,modern feminine of john and jon.
3482,Johnetta,g,modern feminine of john and jon.
3483,Johnette,g,modern feminine of john and jon.
3484,Joia,g,"rejoicing.,rejoicing"
3485,Joie,g,joy
3486,Jolan,g,countiy
3487,Jolanda,g,a violet flower
3488,Jolanka,g,countiy
3489,Jolanta,g,a violet flower
3490,Jolee,g,"cheerful, pretty,cheerful; pretty."
3491,Joleen,g,a well-established compound of jo-.
3492,Jolena,g,a well-established compound of jo-.
3493,Jolene,g,she will increase
3494,Joli,g,"cheerful, pretty,cheerful; pretty.,countiy."
3495,Jolie,u,"cheerful; pretty.,pretty"
3496,Jolleen,g,a well-established compound of jo-.
3497,Jollene,g,a well-established compound of jo-.
3498,Jonalyn,g,modern feminine of john and jon.
3499,Jonalynn,g,modern feminine of john and jon.
3500,Jonell,g,modern feminine of john and jon.
3501,Jones,u,family of john
3502,Jonetta,g,modern feminine of john and jon.
3503,Jonette,g,modern feminine of john and jon.
3504,Jonnelle,g,modern feminine of john and jon.
3505,Jonquil,g,from the flower name
3506,Jord,g,daughter of night
3507,Jordane,g,"descendant,descended."
3508,Jordin,g,down flowing
3509,Jorjanna,g,lovable country child
3510,Josalind,g,modern blend of jocelyn and rosalind.
3511,Josalyn,g,"medieval m name adopted as a feminine name.,medieval male name adopted as a feminine name.."
3512,Josalynn,g,"medieval male name adopted as a feminine name..,medieval m name adopted as a feminine name."
3513,Joscelyn,g,"medieval male name adopted as a feminine name..,medieval m name adopted as a feminine name."
3514,Joscelyne,g,playful
3515,Josephe,g,feminine form of joseph
3516,Joshila,g,filled with enthusiasm
3517,Josilyn,u,"medieval male name adopted as a feminine name..,medieval m name adopted as a feminine name."
3518,Joslin,g,"medieval male name adopted as a feminine name..,medieval m name adopted as a feminine name."
3519,Joslyn,g,"medieval m name adopted as a feminine name.,medieval male name adopted as a feminine name.."
3520,Jourdain,g,henry vi part 2 margery jourdain a witch.
3521,Jowaki,g,fire fly
3522,Joya,g,"rejoicing.,rejoicing"
3523,Joyceanne,g,"cheerful, merry"
3524,Joycelyn,g,"cheerful, merry"
3525,Joycelynn,g,"cheerful, merry"
3526,Joyeeta,g,
3527,Joyelle,g,"rejoicing,rejoicing."
3528,Joylyn,g,joyful one
3529,Joystna,g,moonlit
3530,Jozlyn,g,"medieval m name adopted as a feminine name.,medieval male name adopted as a feminine name.."
3531,Judith,u,"from judah,jewess. praised."
3532,Juhi,g,"a flower,scented flower"
3533,Julcsa,g,youthful
3534,Jule,u,jewel
3535,Julee,g,joves child a feminine of julian.
3536,Juleen,g,joves child a feminine of julian.
3537,Jules,u,"youthful, young at heart"
3538,Julia,u,"youthful.,soft-haired, youthful"
3539,Julianne,g,from the name julia and anne.
3540,Julie,g,"soft-haired, youthful,downy. french form of julia. also can be a feminine form of julian: youthful. joves child. famous bearer: actress julie andrews.."
3541,Julienne,g,feminine form of julian
3542,Julinka,g,"youthful, young at heart"
3543,Juliska,g,youthful
3544,Junta,g,star
3545,Justeen,g,"just, upright feminine of justin."
3546,Justeene,g,"just, upright feminine of justin."
3547,Justene,g,"just, upright feminine of justin."
3548,Justine,u,"fairness,just; upright. feminine of justin.."
3549,Justyne,g,"just, upright feminine of justin."
3550,Jwala,u,flame
3551,Laabha,g,profit
3552,Laalamani,u,ruby
3553,Labangalata,g,a flowering creeper
3554,Laboni,g,graceful
3555,Labuki,g,musical instrument
3556,Lachesis,g,a fate
3557,Lacole,g,victory of the people
3558,Ladhi,g,sangeet
3559,Ladli,g,loved one
3560,Laelynn,g,flower of hope
3561,Lage,g,from the sea
3562,Lahela,g,innocent lamb
3563,Lais,g,favorite name with poets
3564,Lajila,g,shy
3565,Lajja,g,modesty
3566,Lajjawati,g,a sensitive plant; modest woman
3567,Lajvanti,g,'touch me not' plant
3568,Lajvati,g,shy
3569,Lajwanti,g,"modest,modest, humble"
3570,Lajwati,g,modest
3571,Lakeisha,g,"form of keziah,lakeisha and its variants are rhyming forms of leticia. joyful; happy.."
3572,Laken,u,from the lake
3573,Lakesha,g,lakeisha and its variants are rhyming forms of leticia. joyful; happy..
3574,Lakeshia,g,lakeisha and its variants are rhyming forms of leticia. joyful; happy..
3575,Lakiesha,g,lakeisha and its variants are rhyming forms of leticia. joyful; happy..
3576,Lakin,u,"sim lakia, found treasure."
3577,Lakisha,g,lakeisha and its variants are rhyming forms of leticia. joyful; happy..
3578,Lakoda,g,friend
3579,Lakota,g,friend
3580,Laksha,g,"white rose,aim"
3581,Lakshana,g,one with auspicious signs on her
3582,Lakshanya,u,one who achieves
3583,Lakshmishree,g,"one who has good luck.,fortunate"
3584,Lakshya,u,"target,aim, destination"
3585,Lalage,g,"chatter, babble"
3586,Lalaine,g,the narrow road
3587,Lalan,u,nurturing
3588,Lalana,g,a girl
3589,Lalasa,g,"dove,love"
3590,Lalitamohana,g,"attractive, beautiful"
3591,Lamilla,g,a stone
3592,Lanassa,g,cheerful
3593,Landry,u,rough land
3594,Lanelle,g,narrow road
3595,Lang,u,"tall.,tall one"
3596,Lanica,g,heaven or chief
3597,Lanka,g,from lanka
3598,Lanza,g,noble and eager
3599,Laobhaoise,g,holy
3600,Laodamia,g,wife of protesilaus
3601,Lapis,g,lapis lazuli gemstone
3602,Laqueta,g,"one who is quiet.,the quiet one"
3603,Laquisha,g,"named for the lapis stone,lakeisha and its variants are rhyming forms of leticia. joyful; happy.."
3604,Laramie,u,tears of love
3605,Laranya,g,graceful
3606,Lari,g,crowned with laurel
3607,Larine,g,feminine form of lars
3608,Larisa,g,cheerful one
3609,Larissa,g,cheerful
3610,Larisse,g,cheerful
3611,Larue,u,the street
3612,Larvall,u,the well in the lowlands
3613,Larya,g,crowned with laurel
3614,Lasaki,g,sita; made of lac
3615,Lashea,g,lovely
3616,Lassie,g,"girl.,young girl, maiden"
3617,Lata,g,"creeper vine,creeper,a creeper, vine, beauty"
3618,Latakara,g,mass of creepers
3619,Latangi,g,slim girl
3620,Latanya,g,the fairy queen
3621,Latasha,g,"from congo, meaning a surprise..,based on natasha meaning birthday."
3622,Lateefah,g,gentle pleasant
3623,Lateisha,g,"joyful,happy"
3624,Latesha,g,"joyful,happy"
3625,Latisha,g,"great joy,modern form of medieval name letitia. joyful;happy.."
3626,Latrisha,g,of noble descent
3627,Laura,u,"laurel-crowned,crowned with laurels.,the laurel tree or sweet bay tree symbolic of honor and victory. old name with many variants.."
3628,Laural,g,the laurel tree or sweet bay tree symbolic of honor and victory..
3629,Lauralee,g,the laurel tree or sweet bay tree symbolic of honor and victory. old name with many variants..
3630,Lauralyn,g,the laurel tree or sweet bay tree symbolic of honor and victory. old name with many variants..
3631,Laureen,g,the laurel tree or sweet bay tree symbolic of honor and victory. old name with many variants..
3632,Laurel,u,"crowned with laurel,laurel."
3633,Laurelei,g,alternative spelling: lorelei.
3634,Laurelle,g,the laurel tree or sweet bay tree symbolic of honor and victory..
3635,Laurelynn,g,beautiful
3636,Laurena,g,the laurel tree or sweet bay tree symbolic of honor and victory. old name with many variants..
3637,Laurene,g,"laurel,the laurel tree or sweet bay tree symbolic of honor and victory. old name with many variants.."
3638,Laurenne,g,from laurentium; the place of the laurel trees; place of honor and victory. feminine of lawrence..
3639,Laurentia,g,from laurentium; the place of the laurel trees; place of honor and victory. feminine of lawrence dating from time of the romans..
3640,Lauretta,g,the laurel tree or sweet bay tree symbolic of honor and victory. old name with many variants..
3641,Laurette,g,little laurel; the laurel tree or sweet bay tree symbolic of honor and victory..
3642,Lauriel,g,the laurel tree or sweet bay tree symbolic of honor and victory..
3643,Lauryn,g,from laurentium; the place of the laurel trees; place of honor and victory. feminine of lawrence..
3644,Lavada,g,friendly and creative
3645,Lavali,g,clove
3646,Lavangi,g,an angel
3647,Lavani,g,grace
3648,Lavanya,g,"grace,grace, beauty"
3649,Lavender,u,a purple flowering plant
3650,Lavenia,g,purified
3651,Lavern,u,woodland
3652,Lavonn,g,wood
3653,Lavonne,g,wood
3654,Lavra,g,laurel
3655,Lawanda,g,little wanderer
3656,Leatrix,g,weary
3657,Lecea,g,of noble birth
3658,Lechsinska,g,wood nymph
3659,Leda,g,mother creator
3660,Ledell,g,spartan queen
3661,Leelanee,g,wildflowers
3662,Leesy,g,"nickname for elise, joyful."
3663,Leigb,g,meadow
3664,Leiko,g,little flower
3665,Leilana,g,heavenly child
3666,Leilani,g,heavenly flower
3667,Leilanie,g,flower of heaven
3668,Leitha,g,forgetful
3669,Lekisha,g,life
3670,Leland,u,meadowland
3671,Lemana,g,the she-oak tree
3672,Lenci,g,light
3673,Lenka,g,illumination
3674,Lenmana,g,"flute girl,flute girl (hopi)."
3675,Lenusy,g,flower
3676,Leoda,g,of the people
3677,Leoma,g,"bright.,brave woman"
3678,Leonarda,g,lion
3679,Leonda,g,"lion, lioness feminine of leon."
3680,Leondra,g,"lion, lioness feminine of leon."
3681,Leondrea,g,"lion, lioness feminine of leon."
3682,Leonela,g,"lion, lioness feminine of leon."
3683,Leonelle,g,lion
3684,Leopolda,g,of the people
3685,Leopoldine,g,of the people
3686,Leota,g,of the people
3687,Leotie,g,"flower of the prairie,flower of the prairie."
3688,Lequoia,g,from the sequoia tree
3689,Lesta,u,lestie
3690,Lester,u,from town of leicester
3691,Leta,g,joy
3692,Letha,g,the river of forgetfulness.
3693,Lethe,g,river of oblivion
3694,Lethia,g,forgetfulness
3695,Letitia,g,"joy, gladness,happy.,modern form of medieval name letitia. joyful;happy.."
3696,Letje,g,"tiny and womanly,tiny and womanly."
3697,Letta,g,truth truthful one
3698,Letya,g,tiny and womanly
3699,Leucippe,g,mother of teuthras
3700,Leucothea,g,a sea nymph
3701,Leucothia,g,a sea nymph
3702,Leura,g,lava
3703,Levene,g,issh
3704,Levyna,g,issh
3705,Lexandra,g,defender of mankind feminine of alexander.
3706,Lexine,g,defender of mankind
3707,Leysa,g,defender of man
3708,Liberio,g,"freedom, setting free."
3709,Liberty,u,"freedom,free."
3710,Lida,g,beloved by all
3711,Lidia,g,province in asia
3712,Lidija,g,from lydia
3713,Lidiy,g,from lydia
3714,Lidochka,g,from lydia
3715,Lieu,g,willow tree
3716,Ligia,g,silver voice
3717,Likla,g,famous battle maid
3718,Lilac,g,"bluish purple,the name of a flowering pale-purple shrub.."
3719,Lilch,g,lily
3720,Liliana,g,"lily.,purity, beauty"
3721,Liliha,g,angry disregard
3722,Lilija,g,icelandic form of lily
3723,Lilike,g,lily flower
3724,Lilis,g,lily
3725,Lilka,g,warrior maiden
3726,Lillian,u,"blend of lily and ann,lily"
3727,Lilliana,g,graceful lily
3728,Lillis,g,lily
3729,Linaeve,g,tree of song
3730,Lind,u,"lives by the linden tree.,snake"
3731,Lindi,g,the linden tree
3732,Lindie,g,snake
3733,Lindley,u,pasture
3734,Lindsay,u,"linden trees near the water.,from the island of the lime tree. although in the past, lindsay was a common boys name, today it is used more often for girls.."
3735,Linka,g,mannish
3736,Linnette,g,"grace.,songbird.,grace"
3737,Linsey,g,"a lake, a place of linden trees.,a lake; a place of linden trees.."
3738,Lintang,g,star
3739,Lirain,g,"flexible, pliant."
3740,Liri,g,freedom
3741,Liriene,g,reads aloud
3742,Lirienne,g,reads aloud
3743,Lisandra,g,defender of mankind feminine of alexander.
3744,Liseli,g,unknown meaning
3745,Lissa,g,honey
3746,Lissilma,g,be thou there
3747,Litonya,g,hummingbird darting
3748,Lizandra,g,modern blend of liz and alexandra.
3749,Lizann,g,modern blend of liz and ann.
3750,Ljudumilu,g,beloved
3751,Lleucu,g,dear light
3752,Lleyke,g,form of lleucu - dear light.
3753,Llinos,g,"linnet,linnet."
3754,Lochan,u,"eye,bright eyes"
3755,Lochana,g,eye
3756,Locke,u,forest
3757,Lodema,g,guide
3758,Lodima,g,guide
3759,Lodoiska,g,famous battle maid
3760,Lodyma,g,guide
3761,Loes,g,holy
3762,Lofnheid,g,sister of otter
3763,Logestilla,g,legend
3764,Logistilla,g,legend
3765,Lohini,g,red skinned
3766,Lohori,g,wave
3767,Lokajanani,g,mother of the world
3768,Lokelani,g,small red rose
3769,Lolaksi,g,a sakti of ganesha
3770,Lomahongva,g,"beautiful clouds arising,beautiful clouds arising (hopi).."
3771,Lomasi,g,"pretty flower,pretty flower."
3772,Loorea,g,the moon
3773,Lopa,g,"learned,wife of sage"
3774,Lora,u,"laurel-crowned,flower.,the laurel tree or sweet bay tree symbolic of honor and victory. old name with many variants.."
3775,Loralei,g,made famous in battle
3776,Lorand,u,crowned with laurel
3777,Lorant,u,crowned with laurel
3778,Lore,u,"crowned with laurel,flower."
3779,Lorelay,g,alluring
3780,Lorelei,g,alluring
3781,Lorelle,g,elfin laura
3782,Lorenza,u,"the laurel tree or sweet bay tree symbolic of honor and victory. old name with many variants..,feminine of lorenzo from lawrence meaning from laurentium."
3783,Lori,g,"crowned with laurel,the laurel tree or sweet bay tree symbolic of honor and victory. old name with many variants.."
3784,Lorilla,g,elfin laura
3785,Loring,u,"famous in war,famous in battle."
3786,Lorna,g,"forsaken.,crowned with laurel,feminine of lorne from loren referring to the laurel tree symbolic of honor or victory. heroine of blackmoores novel lorna doone.."
3787,Lorrella,g,elfin laura
3788,Lorretta,g,loretta
3789,Loryn,u,form of lorenzo and lawrence.
3790,Lotte,g,from the name charlotte
3791,Lotye,g,tiny and womanly
3792,Louie,u,famous warrior
3793,Louisa,g,"fights with honor,feminine form of louis: famous warrior. renowned fighter.."
3794,Louisane,g,renowned warrior
3795,Louise,u,"a famous warrior,feminine form of louis: famous warrior. renowned fighter.."
3796,Loura,g,form of laura laurel
3797,Lourana,g,from laura and ana
3798,Lourine,g,form of laura laurel
3799,Louvain,u,city in belgium
3800,Lovette,g,little loved one
3801,Lovisa,g,renowned warrior
3802,Lowri,g,"crowned with laurels,welsh form of laura, meaning laurel.."
3803,Loyce,g,renowned warrior
3804,Luba,g,a lover
3805,Lubmila,g,loving
3806,Lubmilla,g,loving
3807,Luca,u,bringer of light
3808,Lucasta,g,this name was invented by 17th-century british poet richard lovelace. his poem of that name was published in 1649..
3809,Luci,g,"light, illumination"
3810,Lucia,g,"light,the light of india"
3811,Luciana,g,"illumination, light"
3812,Lucianna,g,"light,graceful; light; illumination.."
3813,Lucienne,g,illumination
3814,Lucile,g,light
3815,Lucille,u,light
3816,Lucine,g,moonlight
3817,Lucja,g,polish form of lucille bright.
3818,Lucky,u,"fortune,fortunate. lucky is also used as a nickname for lucas and its variants.."
3819,Lucrece,g,"bringer of light,from the latin lucretia. famous bearer: lucrece, a roman matron who committed suicide as a public protest against dishonor; from the renaissance era - lucrezia borgia who was sister to cesare borgia.."
3820,Lucrecia,g,"brings light,brings light."
3821,Lucrezia,g,benefit
3822,Lucyna,g,polish form of lucille bright.
3823,Luda,g,love of the people
3824,Ludka,g,famous battle maid
3825,Ludmila,g,loved by the people
3826,Ludmilla,g,loved by all
3827,Luete,g,of the people
3828,Luisa,g,"famous in war,italian form of louise: reknowned warrior.."
3829,Luise,g,renowned warrior
3830,Lujza,g,renowned warrior
3831,Lunasha,g,beauty and brightness of flowers
3832,Luned,g,form of eluned - arthurian heroine.
3833,Lunetta,g,little moon
3834,Lunette,g,little moon
3835,Lurleen,g,temptress
3836,Lurlene,g,temptress
3837,Lurnea,g,a resting-place
3838,Lusela,g,bear swinging its foot when licking it.
3839,Luvena,g,little beloved one
3840,Luvyna,g,little beloved one
3841,Luyu,g,"wild dove,wild dove."
3842,Lyaksandra,g,defender of man
3843,Lychorida,g,pericles prince of tyre nurse to marina.
3844,Lychorinda,g,
3845,Lycoris,g,twilight
3846,Lydea,g,from lydia
3847,Lydia,g,a maiden
3848,Lydie,g,a maiden
3849,Lynda,g,"beautiful,"
3850,Lynde,u,from the hill of linden trees.
3851,Lyndi,g,
3852,Lyndsey,u,"camp near stream,a lake; a place of linden trees.."
3853,Lyndsie,u,",a lake, a place of linden trees."
3854,Lynet,g,"grace.,bird"
3855,Lyneth,g,beautiful one
3856,Lynley,u,meadow near the brook
3857,Lyonette,g,little lion
3858,Lyra,g,"musical instrument,of the iyre. song."
3859,Lyre,u,a harp or lyre
3860,Lyris,g,a harp or lyre
3861,Lysa,g,
3862,Lysandra,g,one who is freed
3863,Lystra,g,free
3864,Lyubochka,g,love of the people
3865,Lyubov,g,love alternate spellings: lyuba or luba.
3866,Lyuha,g,love of the people
3867,Maadharasi,g,queen of women
3868,Maalai,g,garland of flowers
3869,Maalini,g,sweet
3870,Maargali,g,name of an auspicious month
3871,Maari,u,"rain; prosperous,prosperous"
3872,Maarit,g,finish version of mary
3873,Maasila,g,pure
3874,Mabel,u,my beautiful one
3875,Mabella,g,
3876,Mabelle,g,"lovable,"
3877,Mable,g,lovable
3878,Mabli,g,"beautiful one,welsh form of mabel, meaning lovable.."
3879,Mabyn,g,ever young
3880,Macaria,g,blessed
3881,Macawi,g,generousmotherly
3882,Macha,g,"aurora,plain."
3883,Mackinzie,g,ever loving
3884,Mackynsie,g,alternate spelling: mackenzie.
3885,Macyn,g,stone worker
3886,Madalyne,g,tower alternate spelling: madaline.
3887,Maddisynne,g,alternate spelling: madison son of matthew.
3888,Madeira,g,fortified wine
3889,Madeleine,g,"from the tower.,a woman from the village of magdala."
3890,Madelhari,u,war counselor
3891,Madelia,g,high tower
3892,Madelon,u,woman from magdala
3893,Madelyn,g,high tower
3894,Madhavilata,g,a flowering creeper
3895,Madhu,u,"honey,honey, nectar,honey, elixir, nectar,sweet"
3896,Madhubala,g,"sweet girl,sweet girl, honey -bee"
3897,Madhuchanda,u,"pleasing metrical composition,honey moon"
3898,Madhuksara,g,one who showers honey
3899,Madhul,g,sweet
3900,Madhulata,g,lovely creeper
3901,Madhumalati,g,"a flowering creeper,flowering creeper"
3902,Madhumathi,g,delightful moon
3903,Madhumati,g,ganga river
3904,Madhumitha,g,sweet person
3905,Madhunisha,g,pleasant night
3906,Madhupriya,g,fond of honey
3907,Madhur,u,"sweet,melodious,melodious; sweet"
3908,Madhura,g,"sweet,sweet, pleasant"
3909,Madhureema,g,"honey, sweetness"
3910,Madhuri,g,"sweet girl,sweet"
3911,Madhurima,g,"sweet girl,charming"
3912,Madhuvanthi,g,who is sweet like honey
3913,Madie,g,tower
3914,Madieke,g,little angel
3915,Madirakshi,g,with intoxicating eyes
3916,Madison,u,son of matthew
3917,Madolen,g,tower
3918,Madora,g,ruler
