,name,gender,meanings
26174,Kusum,g,flower
26175,Kusuma,g,flower
26176,Kusumakar,b,"garden,garden, spring season,spring"
26177,Kusumanjali,g,(flower offering)
26178,Kusumavati,g,(flowering)
26179,Kusumesh,b,"delicate person,lord of flowers"
26180,Kusumit,b,blossomed
26181,Kusumita,g,"blossomed,flowers in bloom"
26182,Kusumlata,g,(flowering creeper)
26183,Kutraalan,b,god sivan; presiding deity of kutraalam
26184,Kuuipo,u,my sweetheart
26185,Kuval,b,wisdom
26186,Kuvalai,g,name of a beautiful flower
26187,Kuvam,u,sun
26188,Kuvar,b,fragrance
26189,Kuvira,g,courageous woman
26190,Kuwait,u,
26191,Kuwanlelenta,g,"to make beautiful surroundings.,to make beautiful surroundings (hopi).."
26192,Kuwanyamtiwa,g,"beautiful badger going over the hill.,beautiful badger going over the hill (hopi).."
26193,Kuwanyauma,g,"butterfly showing beautiful wings.,butterfly showing beautiful wings (hopi).."
26194,Kuwarjeet,b,
26195,Kuwaysah,g,pretty.
26196,Kuyil,g,sweet voiced
26197,KuyilMoli,g,sweet voice
26198,Kuyilan,b,sweet like kuyil
26199,Kuyili,g,sweet voiced
26200,Kuyilisai,g,sweet voice
26201,Kuzih,b,great talker
26202,Kvanh,b,melodious sounds
26203,Kvígr,b,a young bull.
26204,Kwadwo,b,
26205,Kwahu,b,"eagle,eagle (hopi)."
26206,Kwairah,g,the prettiest.
26207,Kwam,b,gods gracious gift
26208,Kwame,b,tribal name
26209,Kwan,b,strong
26210,Kwanita,g,god is gracious
26211,Kwatoko,b,"bird with big beak,bird with big beak (hopi).."
26212,Kwayera,g,swahilian for dawn.
26213,Kya,g,"diamond in the sky,a diamond in the sky."
26214,Kyan,b,little king
26215,Kyanna,g,ancient
26216,Kyara,g,
26217,Kyda,g,"preserved, strong."
26218,Kye,b,"bird with big beak (hopi),a place-name referring to the narrows; a wood or a church.."
26219,Kyeema,g,"of the dawn, or a kangaroo."
26220,Kyla,g,"feminine of kyle.,victorious.,lovely, attractiva"
26221,Kylah,g,"feminine of kyle.,feminine form of kyle"
26222,Kylan,b,"a place-name referring to the narrows; a wood or a church..,a place-name referring to the narrows, a wood or a church."
26223,Kyland,b,bull
26224,Kylar,u,"chapel, shelter,a place-name referring to the narrows; a wood or a church.."
26225,Kyle,u,"narrow land , handsome,a place-name referring to the narrows; a wood or a church..,strait. channel. narrow. used as both a surname and first name.."
26226,Kylea,g,"feminine of kyle.,feminine of kyle"
26227,Kyledyr,b,"legendary son of nwython,legendary son of nwython."
26228,Kylee,g,"feminine of kyle.,from kyla"
26229,Kyleen,g,"feminine of kyle.,feminine of kyle"
26230,Kyleigh,g,"feminine of kyle.,narrow land"
26231,Kylemore,b,great wood
26232,Kylen,b,"victorious,a place-name referring to the narrows; a wood or a church.."
26233,Kylene,g,little piece of land
26234,Kyler,u,"handsome one,a place-name referring to the narrows; a wood or a church.."
26235,Kyley,g,"feminine of kyle.,feminine of kyle"
26236,Kyli,g,"feminine of kyle.,feminine of kyle"
26237,Kylia,g,narrow land
26238,Kylianne,g,"feminine of kyle.,feminine of kyle"
26239,Kylie,u,"feminine of kyle.,narrow land"
26240,Kylin,g,"feminine of kyle.,feminine of kyle"
26241,Kyllikki,g,woman of strength
26242,Kymani,b,
26243,Kyna,g,"intelligent.,family, kin"
26244,Kynan,u,"chief,chief."
26245,KyndMryn,b,legendary son of ermid.
26246,Kyndall,g,royal valley referring to kent in england.
26247,Kyndmryn,b,legendary son of ermid
26248,Kyne,b,royal one
26249,Kynedyr,b,"legendary son of hetwn,legendary son of hetwn."
26250,Kynlas,b,"legendary son of kynan,legendary son of kynan."
26251,Kynon,b,"legendary son of ciydno,legendary son of ciydno."
26252,Kynthelig,b,"guide.,guide"
26253,Kynthia,g,moon
26254,Kynton,b,from kent
26255,Kynwal,b,"legendary son of caw,legendary son of caw."
26256,Kynwyl,b,"name of a saint,name of a saint."
26257,Kyoko,g,mirror
26258,Kyra,g,ruler
26259,Kyran,b,"lord, sir,dusky; dark-haired.,dark."
26260,Kyree,b,
26261,Kyrell,b,"dark,a place-name referring to the narrows; a wood or a church.."
26262,Kyrene,g,"lord, ruler"
26263,Kyrenia,g,mermaid
26264,Kyrgyzstan,u,
26265,Kyria,g,ladylike
26266,Kyrie,u,the lord
26267,Kyrillos,b,lordly
26268,Kyrillosr,b,lordly
26269,Kyrinnia,g,bright companion
26270,Kyrk,b,"church,church."
26271,Kyrksen,b,church
26272,Kyrkwode,b,from the churchs forest
26273,Kyron,b,"lord, sir, master"
26274,Kyros,b,"leader, master"
26275,Kysa,g,pure
26276,Kyson,b,son of kyle
26277,Kyu-Bok,b,a combination of standard and blessed..
26278,Kyung-Mi,g,one who receives honor and is beautiful..
26279,Kyung-Soon,g,one who has honor and is gentle and mild..
26280,Kywrkh,b,"legendary son of cleddyv,legendary son of cleddyv."
26281,Kyösti,b,
26282,Kári,b,curly.
26283,Käthe,g,
26284,Képler,b,
26285,Kālidāsa,b,
26286,Kārlis,b,
26287,L'Rell,g,
26288,L.,b,
26289,LL,b,
26290,L`Angley,b,englishman.
26291,La Reina,g,queen.
26292,La Row,g,red haired.
26293,La Vergne,g,born in the spring.
26294,La Verne,g,born in the spring.
26295,La'eeq,b,worthy; capable; clever.
26296,La-Cienega,g,the swamp marshes
26297,La-Reina,g,queen
26298,La-Row,g,red haired
26299,La-Vergne,g,born in the spring
26300,La-Verne,g,born in the spring
26301,LaKinzi,g,the special one
26302,LaKyle,b,"a name of celtic origin, meaning half wood.."
26303,LaRae,g,combination of latonia and ray.
26304,LaReina,b,the queen.
26305,LaShawn,b,strong
26306,LaTanya,g,queen of the fairies.
26307,LaTisha,b,enormous happiness.
26308,LaVyrle,g,"famous bearer: bestselling romance lovelist lavyrle spencer. origin unknown. may be a derivative of the french laverna, meaning born in the spring.."
26309,Laabh,b,profit
26310,Laabha,g,profit
26311,Laadan,g,for pleasure devouring judgment.
26312,Laaibah,g,the prettiest women in all the jannats (heavens).
26313,Laaiq,b,"derived from laiq, able fit deserving."
26314,Laaiqah,g,"worthy, deserving, capable."
26315,Laalamani,u,ruby
26316,Laasya,g,"dance,dance performed by goddess parvathi"
26317,Laavanya,b,beauty
26318,Laa’iq,b,worthy; deserving; capable; decent.
26319,Laa’iqah,g,worthy; deserving; capable; decent.
26320,Laban,b,"white,white. in the bible, laban was the brother of isaacs wife rebekah and the father of jacobs wives leali and rachel. this name was popular with puritans in the 17th century, but is rarely used today.."
26321,Labangalata,g,a flowering creeper
26322,Labeeb,b,"derived from labib, sensible intelligent.,sensible, intelligent,understanding, sensible, intelligent."
26323,Labeeba,g,"derived from labiba, wise intelligent."
26324,Labeebah,g,"intelligent, wise, brillant."
26325,Label,b,lion
26326,Labhaoise,g,warrior maiden
26327,Labhras,b,laurel
26328,Labhruinn,b,"laurel.,laurel"
26329,Labib,b,"sensible intelligent,sensible, intelligent."
26330,Labiba,g,wise intelligent
26331,Labibah,g,"derived from labiba, wise intelligent.,understanding, intelligent."
26332,Laboni,g,graceful
26333,Labonita,g,beautiful one
26334,Labrencis,b,laurel
26335,Labuki,g,musical instrument
26336,Lace,g,"warrior maiden,derived from lacey which is a french noblemans surname brought to british isles after norman conquest..,derived from lacey, a french noblemans surname.."
26337,Lacee,g,"derived from lacey which is a french noblemans surname brought to british isles after norman conquest..,derived from lacey a french noblemans surname."
26338,Lacene,g,"derived from lacey which is a french noblemans surname brought to british isles after norman conquest..,derived from lacey a french noblemans surname."
26339,Lacey,u,"from normandy, france,surname.,derived from lacey which is a french noblemans surname brought to british isles after norman conquest..,derived from lacey, a french noblemans surname.."
26340,Lach,b,lives near water
26341,Lache,b,lives near water
26342,Lachesis,g,a fate
26343,Lachie,b,the boy from the lochs
26344,Lachish,b,who walks or exists of himself.
26345,Lachlan,u,"from the lake,warlike. land of fjords (referring to the vikings). from the land of lakes.."
26346,Lachlann,b,"from scandinavia.,from scandinavia"
26347,Laci,g,"derived from lacey which is a french noblemans surname brought to british isles after norman conquest..,derived from lacey a french noblemans surname."
26348,Laciann,g,"derived from lacey which is a french noblemans surname brought to british isles after norman conquest..,derived from lacey a french noblemans surname."
26349,Lacie,g,"derived from lacey which is a french noblemans surname brought to british isles after norman conquest..,derived from lacey a french noblemans surname."
26350,Lacina,g,"derived from lacey which is a french noblemans surname brought to british isles after norman conquest..,derived from lacey a french noblemans surname."
26351,Lacko,b,famous ruler
26352,Laco,b,famous ruler
26353,Lacole,g,victory of the people
26354,Lactantius,b,
26355,Lacy,u,"from the name larissa,derived from lacey which is a french noblemans surname brought to british isles after norman conquest.."
26356,Lacyann,g,"derived from lacey which is a french noblemans surname brought to british isles after norman conquest..,derived from lacey a french noblemans surname."
26357,Lad,b,attendant
26358,Lada,g,goddess of love and fertility.
26359,Ladarius,b,
26360,Ladbroc,b,lives by the path by the brook.
26361,Ladd,b,attendant
26362,Ladde,b,attendant
26363,Laddie,b,attendant
26364,Ladhi,g,sangeet
26365,Ladislao,b,
26366,Ladislas,b,good ruler
26367,Ladislaus,b,
26368,Ladislav,b,a glorious ruler
26369,Ladli,g,loved one
26370,Ladon,b,dragon of hera
26371,Ladonna,g,"the woman,of spanish origin, meaning the woman.."
26372,Lady,g,
26373,Lae,g,"nickname for laetitia, beautiful."
26374,Laec,b,lives near water
26375,Laeeq,b,"derived from laiq, able fit deserving."
26376,Laefertun,b,from the rush farm
26377,Lael,g,"of god,belonging to god. traditional male biblical name.."
26378,Laelynn,g,flower of hope
26379,Laertes,b,father of odysseus
26380,Laestrygones,b,a tribe of giants
26381,Laetitia,g,irish form of letitia happy.
26382,Lafayette,b,"to god to the mighty,surname. at the age of 20 the french nobleman marquis de lafayette went to fight for four years in the american revolution.."
26383,Lafe,b,
26384,Lafeu,b,alls well that ends well an old lord.
26385,Lage,g,from the sea
26386,Laghima,g,goddess parvathi
26387,Laghuvi,g,tender
26388,Lagmann,b,lawyer
26389,Lahad,g,praising to confess
26390,Lahar,b,wave
26391,Lahela,g,innocent lamb
26392,Lahi'ah,b,a narrator of hadith.
26393,Lahmi,b,my bread my war
26394,Lahoma,g,
26395,Laiba,g,angel of heaven.
26396,Laibrook,b,lives by the path by the brook.
26397,Laidley,b,from the creek meadow
26398,Laidly,b,from the creek meadow
26399,Laila,g,"born at night,nightfall.,of the night."
26400,Lailah,g,
26401,Laili,g,"nightfall.,nightfall"
26402,Lailie,g,"nightfall.,nightfall"
26403,Lailoken,b,a fool
26404,Laina,g,"fair one,path; roadway. variant of surnames lane and laine.."
26405,Laine,u,"from the long meadow.,wave,serves john."
26406,Lainey,g,bright light
26407,Lainie,g,serves john
26408,Laiq,b,"able fit deserving,deserving."
26409,Laiqa,g,"intelligent, smile."
26410,Lair,g,mare
26411,Laird,b,"head of household,lord."
26412,Laire,g,mare
26413,Lairgnen,b,"of connaught.,of connaught"
26414,Lais,g,favorite name with poets
26415,Laish,g,a lion
26416,Laisha,g,
26417,Laith,b,"lion,lion."
26418,Laiurenty,b,laurel
26419,Laius,b,father of oedipus
26420,Lajcsi,b,famous holiness
26421,Laji,b,famous holiness
26422,Lajila,g,shy
26423,Lajita,g,"honest,modest"
26424,Lajja,g,modesty
26425,Lajjawati,g,a sensitive plant; modest woman
26426,Lajlaj,b,one of prophet's (s.a.w) companions.
26427,Lajos,b,famous holy man
26428,Lajvanti,g,'touch me not' plant
26429,Lajvati,g,shy
26430,Lajwanti,g,"modest,modest, humble"
26431,Lajwati,g,modest
26432,Lakeisha,g,"form of keziah,lakeisha and its variants are rhyming forms of leticia. joyful; happy.."
26433,Lakeland,b,home of the norse
26434,Laken,u,from the lake
26435,Lakendra,g,
26436,Lakesha,g,lakeisha and its variants are rhyming forms of leticia. joyful; happy..
26437,Lakeshia,g,lakeisha and its variants are rhyming forms of leticia. joyful; happy..
26438,Lakhan,b,lord rama's brother
26439,Lakhbir,b,brave as a hundred thousand
26440,Lakhi,g,goddess laxmi
26441,Lakia,g,treasure
26442,Lakiesha,g,lakeisha and its variants are rhyming forms of leticia. joyful; happy..
26443,Lakin,u,"sim lakia, found treasure."
26444,Lakisha,g,lakeisha and its variants are rhyming forms of leticia. joyful; happy..
26445,Lakoda,g,friend
26446,Lakota,g,friend
26447,Laksh,b,"aim, target"
26448,Laksha,g,"white rose,aim"
26449,Lakshaki,g,goddess sita
26450,Lakshan,b,"good look,aim"
26451,Lakshana,g,one with auspicious signs on her
26452,Lakshanya,u,one who achieves
26453,Lakshita,g,distinguished
26454,Lakshith,b,person with an aim
26455,Lakshman,b,"brother of rama,brother of lord rama,brother of lord rama, prosperous"
26456,Lakshmana,b,lucky omen
26457,Lakshmi,u,"wife of vishnu,goddess of wealth,goddess of wealth, wife of lord vishnu"
26458,Lakshmidhar,b,lord vishnu
26459,Lakshmigopal,b,lord vishnu
26460,Lakshmikant,b,"goddess lakshmi`s lord/ husband - vishnu.,husband of lakshmi,husband of lakshmi ( lord vishnu), or a rich person,vishnu, husband of goddess lakshmi"
26461,Lakshminarayan,b,lakshmi and lord vishnu together
26462,Lakshminath,b,lord vishnu
26463,Lakshmipati,b,"husband of lakshmi,husband of lakshmi ( lord vishnu)"
26464,Lakshmiraman,b,lord vishnu
26465,Lakshmishree,g,"one who has good luck.,fortunate"
26466,Lakshya,u,"target,aim, destination"
26467,Lakya,g,born on thursday
26468,Lakyle,u,half wood
26469,Lal,b,beloved
26470,Lala,g,"tulip,abbreviation of eulalie: well-spoken.."
26471,Lalage,g,"chatter, babble"
26472,Lalaine,g,the narrow road
26473,Lalam,b,"best among its kind,jewel"
26474,Lalan,u,nurturing
26475,Lalana,g,a girl
26476,Lalasa,g,"dove,love"
26477,Lalataksha,b,one having an eye on his brow shiva.
26478,"Lalchand, Lalchandra",b,red moon
26479,Lale,u,to sing a lullaby soothe
26480,Laleh,g,from leila
26481,Lali,g,"well spoken,abbreviation of eulalie: well-spoken..,blushing,beloved darling girl"
26482,Lalia,g,abbreviation of eulalie well-spoken.
26483,Lalima,g,"beauty and goddess laxmi,beauty,redness; beauty"
26484,Lalit,b,"simple,beautiful,lovely, fine,name of lord krishna, attractive,handsome; beautiful"
26485,Lalita,g,"she who plays,beautiful woman,variety, beauty, goddess durga,beautifull lady; elegant; a form of durga"
26486,Lalitaditya,b,"a beautiful sun,beautiful sun"
26487,Lalitamohana,g,"attractive, beautiful"
26488,Lalitchandra,b,"a beautiful moon,beautiful moon"
26489,Lalitesh,b,"god of beauty, husband of a beautiful wife"
26490,Lalitkishore,b,beautiful
26491,Lalitkumar,b,beautiful
26492,Lalitlochan,b,one with beautiful eyes
26493,Lalitmohan,b,"simple and handsome,beautiful & attractive,beautiful and attractive"
26494,Lalla,u,"eastern glamor,abbreviation of eulalie well-spoken..."
26495,Lalo,u,form of lale to sing a lullaby soothe.
26496,Lalor,b,leper
26497,Lam,b,forest
26498,Lama,g,"derived from lamya, of dark lips.,darkness of lips,darkness of lips."
26499,Lamaara,g,mountain girl
26500,Lamar,b,"of the sea.,famous land"
26501,Lamarcus,b,
26502,Lamarr,b,"of the sea,famous land."
26503,Lambart,b,light of land
26504,Lambert,b,from the bright or famous land.
26505,Lamberto,b,
26506,Lambi,b,son of thorbjorn the feeble.
26507,Lambodar,b,lord ganesh
26508,Lambodara,b,ganapti
26509,Lambrecht,b,light of land
26510,Lambret,b,light of land
26511,Lambrett,b,light of land
26512,Lamech,b,poor made low
26513,Lamees,g,"derived from lamis, soft to the touch.,soft to the touch,pure silk."
26514,Lamherto,b,light of the land
26515,Lamia,g,daughter of poseidon
26516,Lamilla,g,a stone
26517,Lamis,g,"soft,soft."
26518,Lamisa,g,"soft.,soft to the touch."
26519,Lamisah,g,"soft.,soft to the touch."
26520,Lamiya,g,dark lipped.
26521,Lamond,b,clan name surname
26522,Lamont,b,"man of law.,the mountain,a name of scandinavian origin, meaning the mountain.."
26523,Lamonte,b,"man of law.,man of law"
26524,Lamorak,b,brother of percival
26525,Lamorat,b,brother of percival
26526,Lamorna,g,a placename
26527,Lampeto,g,an amazon
26528,Lamya,g,"dark,dark-lipped,of dark lips."
26529,Lan,g,"orchid.,flower name"
26530,Lan-Fen,g,a combination of orchid and sweet smelling..
26531,Lana,g,"attractive, peaceful,abbreviation of alana. fair; good-looking..,diminutive of alana: this name of uncertain origin may be a feminine form of man, or derived from the irish gaelic word for child..,wool."
26532,Lanai,g,"terrace, veranda"
26533,Lanassa,g,cheerful
26534,Lancdon,b,from the long hill slope
26535,Lance,b,"spear,diminutive of lancelot: servant. god-like..,land (from old german) the short form of the name lancelot (which incidentally was derived originally from the name lance!) therefore, this name is the short form of its own diminutive.."
26536,Lancelin,b,servant
26537,Lancelot,b,"attendant,servant. god-like. also a diminutive of lance. in arthurian legend, sir lancelot was king arthurs close friend and a knight of the round table. a central theme in arthurian legend is the adulterous love between lancelot and queen guinevere.."
26538,Landa,g,reference to the virgin mary.
26539,Landan,b,
26540,Landen,u,grassy plain
26541,Lander,b,of the land
26542,Landers,b,"rough land,from the grassy plain."
26543,Landin,b,
26544,Landis,b,"from the name landry,from the grassy plain."
26545,Landmari,b,famous land
26546,Landon,b,grassy plain
26547,Landra,g,"counselor. abbreviation of landrada..,counselor abbreviation of landrada."
26548,Landrada,g,counselor
26549,Landry,u,rough land
26550,Landyn,b,
26551,Lane,u,narrow road
26552,Lanelle,g,narrow road
26553,Lanette,g,"derived from lana fair, good-looking."
26554,Laney,g,path
26555,Lang,u,"tall.,tall one"
26556,Langdon,b,from the long hill
26557,Lange,b,"tall.,long"
26558,Langer,b,tall man
26559,Langford,b,lives near the long ford
26560,Langleah,b,from the long meadow
26561,Langley,b,"residence name,englishman."
26562,Langston,b,town of the giant
26563,Langundo,b,"peaceful,peaceful."
26564,Lani,u,heaven or chief
26565,Laniban,b,lord shiva
26566,Lanica,g,heaven or chief
26567,Lanice,g,"derived from lana fair, good-looking."
26568,Lanie,g,path
26569,Lanika,g,the best.
26570,Lanikai,g,heavenly sea
26571,Lanita,g,
26572,Lanka,g,from lanka
26573,Lankesh,b,ravana
26574,Lankston,b,town of the giant
26575,Lanna,g,"derived from lana fair, good-looking."
26576,Lannie,u,abbreviation of names like roland.
26577,Lanny,b,abbreviation of names like roland.
26578,Lansa,b,"lance,lance (hopi)."
26579,Lansana,b,
26580,Lanston,b,from the long estate
26581,Lanton,u,town on the hillside
26582,Lantz,b,lancer
26583,Lanu,b,refers to tribal custom
26584,Lany,b,servant
26585,Lanya,g,"girl, daughter"
26586,Lanza,g,noble and eager
26587,Lanzo,b,form of lance
26588,Lao,b,
26589,Laobhaoise,g,holy
26590,Laochailan,b,waning
26591,Laocoon,b,son of priam
26592,Laodamia,g,wife of protesilaus
26593,Laodicea,g,just people
26594,Laoghaire,b,shepherd
26595,Laoidheach,g,"from the pasture.,from the pasture"
26596,Laoidhigh,b,poetic
26597,Laoise,g,famous battle
26598,Laomedon,b,father of priam
26599,Laos,u,
26600,Laozi,b,
26601,Lapidos,b,"torch.,torch"
26602,Lapidoth,b,"torch.,torch"
26603,Lapis,g,lapis lazuli gemstone
26604,Lapu,b,"cedar bark,cedar bark (hopi)."
26605,Lapu-Lapu,b,
26606,Laqeet,b,well known companion of the prophet (s.a.w).
26607,Laquan,b,beautiful divine
26608,Laqueta,g,"one who is quiet.,the quiet one"
26609,Laquinta,g,the fifth
26610,Laquisha,g,"named for the lapis stone,lakeisha and its variants are rhyming forms of leticia. joyful; happy.."
26611,Laquita,g,
26612,Lar,b,teaches
26613,Lara,g,"cheerful,mare.,a variation of the name laura..,protection. popular surname and place name.."
26614,Larae,g,
26615,Laraib,g,without a doubt.
26616,Laraine,g,"sorrowful,variant of loraine, meaning from lorraine..,variant of lorraine: from lorraine. from lotharingia. from lothairs kingdom. lothair was a ruler of the region during the 9th century.."
26617,Laramie,u,tears of love
26618,Laranya,g,graceful
26619,Larcwide,b,counsel
26620,Lareina,g,"the queen,variant of loraine, meaning from lorraine.."
26621,Laren,u,serves lawrence
26622,Larena,g,"serves lawrence.,derived from loraine from lorraine."
26623,Larentia,g,the shewolf who nursed remus and romulus.
26624,Larenzo,b,form of lawrence
26625,Lares,b,god of the household
26626,Lari,g,crowned with laurel
26627,Laria,g,serves lawrence
26628,Larina,g,sea gull
26629,Larine,g,feminine form of lars
26630,Laris,g,
26631,Larisa,g,cheerful one
26632,Larissa,g,cheerful
26633,Larisse,g,cheerful
26634,Lark,u,"songbird,lark."
26635,Larke,g,lark
26636,Larkin,b,
26637,Larnell,b,modern blend of the english names larry and darnell..
26638,Laron,b,
26639,Larraine,g,"derived from loraine from lorraine.,variant of lorraine: from lorraine. from lotharingia. from lothairs kingdom. lothair was a ruler of the region during the 9th century.."
26640,Larraj,b,a sage
26641,Larry,u,"laurel.,laurels,abbreviation of lawrence or laurence often used as an independent name.."
26642,Lars,b,"laurel.,laurel"
26643,Larsen,b,form of lawrence
26644,Larson,b,son of lars form of lawrence.
26645,Lartius,b,a hero who saved rome
26646,Larue,u,the street
26647,Larunda,g,crowned with laurels
26648,Larvall,u,the well in the lowlands
26649,Lary,b,
26650,Larya,g,crowned with laurel
26651,Laryssa,g,"derived from lara, protection."
26652,Larz,b,laurel
26653,Lasairiona,b,fire / flame wine contemporary.
26654,Lasaki,g,sita; made of lac
26655,Lasalle,b,the hall
26656,Lasea,g,thick wise
26657,Lashah,g,to call to anoint
26658,Lashanda,g,
26659,Lashawn,u,
26660,Lashea,g,lovely
26661,Lashirah,g,"smart.,very intelligent."
26662,Lashonda,g,
26663,Lashunda,g,
26664,Lasonya,g,
26665,Lassana,b,
26666,Lasse,b,peoples victory
26667,Lassie,g,"girl.,young girl, maiden"
26668,Laszlo,b,god will help
26669,Lata,g,"creeper vine,creeper,a creeper, vine, beauty"
26670,Latakara,g,mass of creepers
26671,Latangi,g,slim girl
26672,Latanya,g,the fairy queen
26673,Latarsha,g,
26674,Latasha,g,"from congo, meaning a surprise..,based on natasha meaning birthday."
26675,Lateef,b,"civilized,delicious; agreeable; fine; delicate; courteous; elegant,kind."
26676,Lateefa,g,gentle; kind
26677,Lateefah,g,gentle pleasant
26678,Lateetah,g,pleasantry; humour.
26679,Lateisha,g,"joyful,happy"
26680,Latesha,g,"joyful,happy"
26681,Latham,b,a division
26682,Lathan,b,rhyming form of the hebrew nathan.
26683,Lathrop,b,barn
26684,Latia,g,aunt
26685,Laticia,g,"joyful,happy"
26686,Latif,b,"elegant,delicate, gentle.,fine, gentle, refined."
26687,Latifa,g,"kind and gentle,one who is pleasant to others..,gentle. kind. pleasant, friendly."
26688,Latifah,g,"elegant,one who is elegant.,gentle, kind, pleasant, friendly."
26689,Latika,g,"hindu god,small creeper"
26690,Latimer,b,"interpreter,interprets latin."
26691,Latine,g,sea gull
26692,Latinus,b,king of latium
26693,Latisha,g,"great joy,modern form of medieval name letitia. joyful;happy.."
26694,Lativerna,g,goddess of thieves
26695,Latona,g,goddess name
26696,Latonia,g,mother of apollo and diana.
26697,Latonya,g,
26698,Latoria,g,
26699,Latosha,g,
26700,Latoya,g,"praised woman,a woman who is honored by others..,victorious one. derived from victoria. singer latoya jackson.."
26701,Latoyia,g,
26702,Latrell,b,
26703,Latrice,g,
26704,Latricia,g,
26705,Latrina,g,
26706,Latrisha,g,of noble descent
26707,Latvia,u,
26708,Lauchlan,b,from the land of the lochs.
26709,Laudalino,b,praise
26710,Laudegrance,b,father of guinevere
26711,Laudelino,b,praise
26712,Laudine,g,a widow
26713,Lauene,g,laurel
26714,Laughlin,b,servant
26715,Lauica,g,laurel
26716,Launa,g,
26717,Launce,b,"diminutive of lancelot, servant god-like.,variant of lance: land (from old german) the short form of the name lancelot (which incidentally was derived originally from the name lance!) therefore, this name is the short form of its own diminutive.."
26718,Launcelot,b,"servant,variant of lancelot: servant. god-like.."
26719,Launder,b,from the grassy plain
26720,Launfal,b,a knight
26721,Laura,u,"laurel-crowned,crowned with laurels.,the laurel tree or sweet bay tree symbolic of honor and victory. old name with many variants.."
26722,Lauraine,u,"a knight,the laurel tree or sweet bay tree symbolic of honor and victory. old name with many variants..,variant of lorraine: from lorraine. from lotharingia. from lothairs kingdom. lothair was a ruler of the region during the 9th century.."
26723,Laural,g,the laurel tree or sweet bay tree symbolic of honor and victory..
26724,Lauralee,g,the laurel tree or sweet bay tree symbolic of honor and victory. old name with many variants..
26725,Lauralyn,g,the laurel tree or sweet bay tree symbolic of honor and victory. old name with many variants..
26726,Lauran,b,laurel
26727,Laurana,g,the laurel tree or sweet bay tree symbolic of honor and victory..
26728,Laurance,b,
26729,Laurean,b,form of lauren. from the place of laurel trees..
26730,Laureano,b,from the place of laurel trees.
26731,Laureen,g,the laurel tree or sweet bay tree symbolic of honor and victory. old name with many variants..
26732,Laurel,u,"crowned with laurel,laurel."
26733,Laurelei,g,alternative spelling: lorelei.
26734,Laurella,g,laurel
26735,Laurelle,g,the laurel tree or sweet bay tree symbolic of honor and victory..
26736,Laurelynn,g,beautiful
26737,Lauren,u,"crowned with laurel,feminine form of lorin: variant of laurence: from the place of laurel trees.."
26738,Laurena,g,the laurel tree or sweet bay tree symbolic of honor and victory. old name with many variants..
26739,Laurence,b,"laurel-crowned,from the place of laurel trees.."
26740,Laurencho,b,laurel
26741,Laurencia,g,crowned with laurels
26742,Laurene,g,"laurel,the laurel tree or sweet bay tree symbolic of honor and victory. old name with many variants.."
26743,Laurenne,g,from laurentium; the place of the laurel trees; place of honor and victory. feminine of lawrence..
26744,Laurens,b,from the place of the laurel trees.
26745,Laurent,b,"crowned with laurel,one who is crownd with laurels.."
26746,Laurent-Désiré,b,
26747,Laurente,b,russian form of lawrence laurel.
26748,Laurentia,g,from laurentium; the place of the laurel trees; place of honor and victory. feminine of lawrence dating from time of the romans..
26749,Laurentij,b,crowned with laurel
26750,Laurentios,b,laurel
26751,Laurentzi,b,laurel
26752,Laurenz,b,from the place of the laurel trees.
26753,Lauretta,g,the laurel tree or sweet bay tree symbolic of honor and victory. old name with many variants..
26754,Laurette,g,little laurel; the laurel tree or sweet bay tree symbolic of honor and victory..
26755,Lauri,u,
26756,Laurian,b,from the place of laurel trees.
26757,Lauriano,b,from the place of laurel trees.
26758,Laurie,u,"crowned with laurels,a diminutive of laurence: from the place of the laurel leaves. famous bearer: laurie lee, author of cider with rosie (1959).."
26759,Lauriel,g,the laurel tree or sweet bay tree symbolic of honor and victory..
26760,Laurin,g,laurel
26761,Laurinda,g,"crowned with laurel praise.,the laurel tree or sweet bay tree symbolic of honor and victory.."
26762,Laurine,g,
26763,Laurissa,g,laurel
26764,Laurita,g,the laurel tree or sweet bay tree symbolic of honor and victory..
26765,Lauritz,b,"laurel,laurel."
26766,Lauro,b,from the place of the laurel trees.
26767,Lauryn,g,from laurentium; the place of the laurel trees; place of honor and victory. feminine of lawrence..
26768,Lausanne,g,lake geneva
26769,Lav,b,"ram`s son,son of lord rama, fragment"
26770,Lavada,g,friendly and creative
26771,Lavaka,b,
26772,Lavali,g,clove
26773,Lavan,b,"white.,white"
26774,Lavangi,g,an angel
26775,Lavani,g,grace
26776,Lavanya,g,"grace,grace, beauty"
26777,Lavar,b,
26778,Lavare,g,purified
26779,Lave,u,burning rock
26780,Laveda,g,innocent one
26781,Lavelle,g,
26782,Lavena,g,"joy.,joy"
26783,Lavender,u,a purple flowering plant
26784,Lavenia,g,purified
26785,Lavera,g,
26786,Lavern,u,woodland
26787,Laverna,g,"vernal or springlike,born in the spring."
26788,Laverne,u,"like the spring,the goddess of thieves in ancient italian lore.."
26789,Lavernia,g,born in the spring
26790,Lavetta,g,purified
26791,Lavette,g,purified
26792,Lavey,u,from the name levi
26793,Lavi,u,lion
26794,Lavina,g,"woman of rome,derived from the roman given name levinia.."
26795,Lavinia,g,"latin woman,derived from the roman given name levinia.."
26796,Lavitra,b,lord shiva
