id,Name,Gender,Language,Meaning,,,,
4,Banshari,Girl,Bengali,Flute,,,,
5,Barnali,Girl,Bengali,Dispersion Of Seven Colors,,,,
6,Barnalipi,Girl,Bengali,,,,,
7,Barsha,Girl,Bengali,Monsoon; Rain,,,,
8,Baruni,Girl,Bengali,Goddess Durga,,,,
9,Bhaarati,Girl,Bengali,Goddess Of Knowledge And Education; Goddess Saraswati,,,,
10,Bhaavana,Girl,Bengali,Good Feelings; Emotions; Meditation,,,,
11,Bhabani,Girl,Bengali,Goddess Durga,,,,
12,Bharati,Girl,Bengali,,,,,
13,Bharoti,Girl,Bengali,,,,,
14,Bhavana,Girl,Bengali,Good Feelings; Emotions; Meditation,,,,
15,Bhavani,Girl,Bengali,,,,,
16,Bhavini Goddess,Girl,Bengali,Parvati; Emotional,,,,
17,Bhavna,Girl,Bengali,Good Feelings; Emotions; Meditation,,,,
18,Bhoomika,Girl,Bengali,The Earth; Role,,,,
19,Bhumika,Girl,Bengali,The Earth; Role,,,,
20,Bibha,Girl,Bengali,Ray; Light; Radiance,,,,
21,Bibhuti,Girl,Bengali,Goddess Lakshmi,,,,
22,Bijoya,Girl,Bengali,Victory,,,,
23,Bimala,Girl,Bengali,Pure,,,,
24,Bimla,Girl,Bengali,Pure,,,,
25,Binati,Girl,Bengali,,,,,
26,Bindu,Girl,Bengali,A Drop; Point,,,,
27,Binodini,Girl,Bengali,Handsome; Beautiful Radha,,,,
28,Bipasha,Girl,Bengali,Beas River; A River In The Northwestern Region Of India,,,,
29,Bithika,Girl,Bengali,Path Between Trees,,,,
0,Bratati,Girl,Bengali,Creeper,,,,
1,Brinda,Girl,Bengali,The Basil Plant; Variant Of 'vrinda',,,,
2,Babita,Girl,Bengali,little girl,,,,
3,Bageshri,Girl,Bengali,an Indian Musical Raag,,,,
4,Bageshri,Girl,Bengali,name of a Indian music raaga.,,,,
5,Bahugandha,Girl,Bengali,one with lot of scent,,,,
6,Bahugandha,Girl,Bengali,"one with lot of scent, bud of Champa flower",,,,
7,Bahula,Girl,Bengali,"cow, Kritika nakshatra",,,,
8,Baijanti / vaijanti,Girl,Bengali,name of flower,,,,
9,Baijanti / vaijanti,Girl,Bengali,name of flower ( Lord Vishnu's favourite),,,,
10,Bairavi,Girl,Bengali,Goddess Durga; Music,,,,
11,Baka,Girl,Bengali,crane,,,,
12,Bakul,Girl,Bengali,Flower name,,,,
13,Bakula,Girl,Bengali,Nagakeshar flower,,,,
15,Bala,Girl,Bengali,Damsel,,,,
16,Bala,Girl,Bengali,"young girl, ear- ring",,,,
17,Bandhavi,Girl,Bengali,,,,,
18,Bandhura,Girl,Bengali,pretty,,,,
20,Banhi,Girl,Bengali,Fire,,,,
21,Bani,Girl,Bengali,Goddess Saraswati,,,,
22,Banmala,Girl,Bengali,a garland of wild flowers,,,,
23,Banmala,Girl,Bengali,a garland of 5 types of flowers,,,,
24,Banni,Girl,Bengali,Maiden,,,,
26,Barkha,Girl,Bengali,Rain,,,,
27,"Barkha, varsha",Girl,Bengali,rain,,,,
28,Barsha,Girl,Bengali,Rain,,,,
0,Basabi,Girl,Bengali,Wife of lord Indra,,,,
1,Basanti,Girl,Bengali,spring,,,,
2,"Basanti, vasanti",Girl,Bengali,"the spring season , yellow colored",,,,
3,Bavishya,Girl,Bengali,Future,,,,
4,Beena,Girl,Bengali,A musical instrument,,,,
5,Bel,Girl,Bengali,sacred wood apple tree,,,,
6,Bela,Girl,Bengali,Time; Creeper,,,,
7,Bela,Girl,Bengali,"flowering creeper, sea shore",,,,
8,Belli,Girl,Bengali,"Silver, A companion",,,,
9,Benaka,Girl,Bengali,,,,,
10,Bhadra,Girl,Bengali,Good,,,,
11,Bhadra,Girl,Bengali,"asteroid belt, earth, holy, cow, cultured",,,,
12,Bhadrusha,Girl,Bengali,,,,,
13,Bhagavathi,Girl,Bengali,,,,,
14,Bhagini,Girl,Bengali,,,,,
15,Bhagirathi,Girl,Bengali,the Ganges,,,,
16,Bhagwanti,Girl,Bengali,Lucky,,,,
17,Bhagwati,Girl,Bengali,Goddess Durga,,,,
18,Bhagyalakshmi,Girl,Bengali,goddess of wealth,,,,
20,Bhagyashri,Girl,Bengali,"Goddess Lakshmi, Lucky",,,,
21,Bhagyawati,Girl,Bengali,Lucky,,,,
22,Bhairavi,Girl,Bengali,Goddess Durga; Musical raaga,,,,
23,Bhairavi,Girl,Bengali,"a melody in classical music, Goddess Durga",,,,
24,Bhakti,Girl,Bengali,Prayer,,,,
25,Bhakti,Girl,Bengali,devotion,,,,
26,Bhama,Girl,Bengali,,,,,
27,Bhamini,Girl,Bengali,Lady,,,,
28,Bhamini,Girl,Bengali,,,,,
29,Bhamini,Girl,Bengali,"a beautiful, short tempered lady",,,,
0,Bhandhavi,Girl,Bengali,,,,,
1,Bhanu,Girl,Bengali,Sun; Fame,,,,
2,Bhanuja,Girl,Bengali,river Yamuna,,,,
3,Bhanuja,Girl,Bengali,the river Yamuna,,,,
4,Bhanumati,Girl,Bengali,Famous,,,,
5,Bhanumati,Girl,Bengali,"Ganga river , bright, shining",,,,
6,Bhanuni,Girl,Bengali,Charming woman,,,,
7,Bhanupriya,Girl,Bengali,the Sun's beloved,,,,
8,Bhanusri,Girl,Bengali,Rays of Laxmidevi,,,,
9,Bharati,Girl,Bengali,Goddess Saraswati,,,,
10,Bharati,Girl,Bengali,"Goddess Saraswati, speech",,,,
11,Bharavi,Girl,Bengali,Radiant Sun,,,,
12,Bharavi,Girl,Bengali,Tulsi plant ( Basil),,,,
13,Bhargavi,Girl,Bengali,,,,,
14,Bhargavi,Girl,Bengali,Goddess Durga,,,,
15,Bhaumi,Girl,Bengali,Goddess sita,,,,
16,Bhavana,Girl,Bengali,Feeling,,,,
17,"Bhavana , Bhavna .. feelings, sentiments",Girl,Bengali,,,,,
18,Bhavani,Girl,Bengali,Goddess Parvati,,,,
19,Bhavani,Girl,Bengali,"Goddess Parvati, Goddess Durga",,,,
20,Bhavi,Girl,Bengali,Emotional,,,,
21,Bhavika,Girl,Bengali,Cheerful expression,,,,
22,Bhavini,Girl,Bengali,Emotional,,,,
23,Bhavini,Girl,Bengali,"emotional, beautiful lady",,,,
24,Bhavna,Girl,Bengali,"Good Feelings, Emotions",,,,
25,Bhavya,Girl,Bengali,"grand, splendid",,,,
26,Bhavya,Girl,Bengali,"grand, splendid, Goddess Parvati",,,,
27,Bhawna,Girl,Bengali,Feelings,,,,
28,Bheema,Girl,Bengali,Goddess Durga,,,,
29,Bhooma,Girl,Bengali,Earth,,,,
0,Bhoomi,Girl,Bengali,earth,,,,
1,Bhrithi,Girl,Bengali,Strengthened; Nourished; Cherished,,,,
2,Bhumika,Girl,Bengali,Earth,,,,
3,Bhupali,Girl,Bengali,a raagini in Indian music,,,,
4,Bhuvana,Girl,Bengali,the earth,,,,
5,Bhuvana,Girl,Bengali,earth,,,,
6,Bhuvi,Girl,Bengali,Heaven,,,,
7,Bidisha,Girl,Bengali,,,,,
8,Bijal,Girl,Bengali,Lightening,,,,
9,Bijali,Girl,Bengali,Lightening,,,,
10,Bijli,Girl,Bengali,Lightening,,,,
12,Bimbi,Girl,Bengali,Glorious,,,,
13,Bina,Girl,Bengali,Melodious,,,,
14,Bina,Girl,Bengali,musical instrument,,,,
15,Bindhiya,Girl,Bengali,Dew drop,,,,
16,"Bindiya, Bindu",Girl,Bengali,"drop, point",,,,
17,Bindu,Girl,Bengali,Point,,,,
18,Binita,Girl,Bengali,Modest,,,,
19,Bipasha,Girl,Bengali,A river,,,,
20,Bishakha,Girl,Bengali,Star,,,,
21,Bodhi,Girl,Bengali,Enlightenment,,,,
22,Brijabala,Girl,Bengali,Daughter of Nature,,,,
23,Brinda,Girl,Bengali,Radha,,,,
24,Brinda,Girl,Bengali,Tulsi,,,,
25,Briti,Girl,Bengali,Strength,,,,
26,Bryn,Girl,Bengali,"Strong, Vigilant, Honored",,,,
27,Bulbul,Girl,Bengali,Nightingale,,,,
0,Chaaruchandra,Boy,Bengali,Beautilful Moon; Son Of Rukmini And Sri Krishna,,,,
1,Chaitan,Boy,Bengali,Perceptive; Consciousness; Life; Excellent Intelligence,,,,
2,Chakradhar,Boy,Bengali,Name Of Lord Vishnu,,,,
3,Chakrapaani,Boy,Bengali,Name Of Lord Vishnu,,,,
4,Chaman,Boy,Bengali,Flowering Garden,,,,
5,Chamanlal,Boy,Bengali,Garden,,,,
6,Champabati,Boy,Bengali,The Daughter Of An Ancient King 'raja Sahil Verma',,,,
7,Champavati,Boy,Bengali,The Daughter Of An Ancient King 'raja Sahil Verma',,,,
8,Chandan,Boy,Bengali,Of The Sandalwood Tree; Scented Wood; Sandalwood,,,,
9,Chandra,Boy,Bengali,A Shining Moon,,,,
10,Chandrabhan,Boy,Bengali,The Moon; Lustrous As Moon,,,,
11,Chandrachur,Boy,Bengali,Lord Shiva,,,,
12,Chandragupt,Boy,Bengali,Name Of An Ancient King,,,,
13,Chandrahaas,Boy,Bengali,Smiling Like A Moon,,,,
14,Chandrakiran,Boy,Bengali,Moon Beam,,,,
15,Chandrakishore,Boy,Bengali,The Moon,,,,
16,Chandrakumar,Boy,Bengali,The Moon,,,,
17,Chandramauli,Boy,Bengali,Lord Shiva,,,,
18,Chandramohan,Boy,Bengali,Attractive Like The Moon,,,,
19,Chandran,Boy,Bengali,Moon,,,,
20,Chandranath,Boy,Bengali,The Moon; King Of The Moon,,,,
21,Chandraprakaash,Boy,Bengali,One Who Has Moon As A Crest; Light Of The Moon; Relevant To Lord Shiva,,,,
22,Chandraprakash,Boy,Bengali,One Who Has Moon As A Crest; Light Of The Moon; Relevant To Lord Shiva,,,,
23,Chandrasekhar,Boy,Bengali,,,,,
24,Chandrashekar,Boy,Bengali,Lord Shiva,,,,
25,Chandrashekhar,Boy,Bengali,Lord Shiva,,,,
26,Chandravadan,Boy,Bengali,Moon-like Face,,,,
27,Chandreyi,Boy,Bengali,,,,,
28,Charbak,Boy,Bengali,,,,,
29,Charu Chandra,Boy,Bengali,,,,,
0,Charuchandra,Boy,Bengali,Beautilful Moon; Son Of Rukmini And Sri Krishna,,,,
1,Chaten,Boy,Bengali,Perceptive; Consciousness; Life; Excellent Intelligence,,,,
2,Chayan,Boy,Bengali,Collecting,,,,
3,Chetan,Boy,Bengali,Perceptive; Consciousness; Life; Excellent Intelligence,,,,
4,Chinmay,Boy,Bengali,Supreme Consciousness; Name Of Lord Ganesha; Knowledgable,,,,
5,Chintan,Boy,Bengali,Thought; Meditation,,,,
6,Chirakumar,Boy,Bengali,Long Life Prince,,,,
7,Chittaranjan,Boy,Bengali,One Who Has Joyful Heart; Inner Joy; Joyful,,,,
8,Chaanakya,Boy,Bengali,a great scholar,,,,
9,Chaaruchandra,Boy,Bengali,beautilful moon,,,,
10,Chaarudatt,Boy,Bengali,born of beauty,,,,
11,Chaaruhaas,Boy,Bengali,with beautiful smile,,,,
12,Chahel,Boy,Bengali,Good cheer,,,,
13,Chain,Boy,Bengali,Peace,,,,
14,Chaitan,Boy,Bengali,consciousness,,,,
15,Chaitanya,Boy,Bengali,consciousness,,,,
16,Chaitanya,Boy,Bengali,"knowledge , life",,,,
17,Chakor,Boy,Bengali,a bird that loves the moon,,,,
18,Chakradev,Boy,Bengali,Lord Vishnu,,,,
20,Chakradhar,Boy,Bengali,"one who carries Chakra (Krishna, Vishnu)",,,,
22,Chakrapani,Boy,Bengali,Lord Vishnu,,,,
23,Chakravartee,Boy,Bengali,a sovereign king,,,,
24,Chakresh,Boy,Bengali,name of Lord Vishnu,,,,
25,Chakshan,Boy,Bengali,,,,,
26,Chaman,Boy,Bengali,a garden,,,,
29,Champak,Boy,Bengali,a flower Chanak,,,,
0,Champak,Boy,Bengali,"Champa ( flower ) , Pagoda ( flower )",,,,
1,Chanchal,Boy,Bengali,active,,,,
2,Chanchareek,Boy,Bengali,bee,,,,
3,Chandak,Boy,Bengali,the moon,,,,
4,Chandan,Boy,Bengali,sandalwood,,,,
5,Chandan,Boy,Bengali,sandlewood,,,,
6,Chandarmouli,Boy,Bengali,Lord Shiva,,,,
7,Chandavarman,Boy,Bengali,an old King,,,,
8,Chandeedaas,Boy,Bengali,name of a saint,,,,
9,Chander,Boy,Bengali,moon,,,,
10,Chandra,Boy,Bengali,moon,,,,
12,Chandraabhaa,Boy,Bengali,lusture of moon light,,,,
13,Chandraaditya,Boy,Bengali,name of a King,,,,
14,Chandraanan,Boy,Bengali,moon-like face,,,,
15,Chandraayan,Boy,Bengali,the moon,,,,
16,Chandrabhaga,Boy,Bengali,River Chenab,,,,
17,Chandrabhan,Boy,Bengali,the moon,,,,
18,Chandrabhushan,Boy,Bengali,Lord Shiva,,,,
20,Chandradatt,Boy,Bengali,gift from the moon,,,,
21,Chandradhar,Boy,Bengali,one who wears moon i.e. Lord Shiva,,,,
22,Chandragupt,Boy,Bengali,name of ancient king,,,,
24,Chandrahas,Boy,Bengali,bow of Lord Shiva,,,,
25,Chandraj,Boy,Bengali,Mercury planet,,,,
26,Chandrak,Boy,Bengali,peacock feather,,,,
27,Chandrak,Boy,Bengali,"peacock feather, moon",,,,
28,Chandrakant,Boy,Bengali,"a gem related to moon, moon",,,,
29,Chandraketu,Boy,Bengali,moon banner,,,,
0,Chandrakin,Boy,Bengali,a peacock,,,,
4,Chandramaadhav,Boy,Bengali,sweet,,,,
7,Chandran,Boy,Bengali,the moon,,,,
8,Chandranath,Boy,Bengali,moon,,,,
9,Chandranath,Boy,Bengali,the moon,,,,
10,Chandranshu,Boy,Bengali,"moon ray, Lord Vishnu",,,,
11,Chandraprakaash,Boy,Bengali,moon light,,,,
12,Chandraraj,Boy,Bengali,moonbeam,,,,
13,Chandrasen,Boy,Bengali,,,,,
15,Chandrashekhar,Boy,Bengali,one who holds moon in his hair knot (Lord Shiva),,,,
17,Chandresh,Boy,Bengali,King of the moon,,,,
18,Chandresh,Boy,Bengali,Lord of the moon,,,,
19,Chandrpeed,Boy,Bengali,name of Shiva,,,,
20,Chane,Boy,Bengali,"name of a god, dependability",,,,
21,Chapal,Boy,Bengali,"clever, restless; lightning",,,,
22,Charak,Boy,Bengali,an ancient physician,,,,
23,Charan,Boy,Bengali,feet,,,,
24,Charandas,Boy,Bengali,servant at the feet of somebody,,,,
25,Charanjit,Boy,Bengali,one who has won over the lord,,,,
26,Charanjit,Boy,Bengali,one who has won over the Lord ( Charanjeet ),,,,
27,Charudutta,Boy,Bengali,born of beauty,,,,
29,Charusheel,Boy,Bengali,of good character,,,,
0,Charuvrat,Boy,Bengali,of good character,,,,
1,Chatresh,Boy,Bengali,Lord Shiva,,,,
2,Chatur,Boy,Bengali,clever,,,,
3,Chatura,Boy,Bengali,clever,,,,
4,Chaturaanan,Boy,Bengali,with four faces,,,,
5,Chaturanan,Boy,Bengali,one with four heads i.e. Lord Bramha,,,,
6,Chaturbhuj,Boy,Bengali,"strong, broad shouldered",,,,
7,Chaturvedi,Boy,Bengali,one who knows all the 4 Vedas,,,,
8,Chetak,Boy,Bengali,Rana Pratap's horse,,,,
9,Chetan,Boy,Bengali,"consciousness, life",,,,
10,Chetan,Boy,Bengali,"life, living creature",,,,
11,Chetanaanand,Boy,Bengali,supreme joy,,,,
12,Chhaayank,Boy,Bengali,moon,,,,
13,Chhailbehari,Boy,Bengali,Lord Krishna,,,,
14,Chhandak,Boy,Bengali,the charioteer of Lord Buddha,,,,
15,Chidaakaash,Boy,Bengali,absolute Brahma,,,,
16,Chidaatma,Boy,Bengali,supreme spirit,,,,
17,Chidambar,Boy,Bengali,one whose heart is as grand as the sky,,,,
18,Chidambar,Boy,Bengali,sky like heart,,,,
19,Chidanand,Boy,Bengali,Lord Bramha,,,,
20,Chidananda,Boy,Bengali,Lord Shiva,,,,
21,Chidhatma,Boy,Bengali,Big Soul,,,,
22,Chiman,Boy,Bengali,Curious,,,,
23,Chinar,Boy,Bengali,Name of a beautiful tree,,,,
24,Chinmay,Boy,Bengali,"full of knowledge, happiness",,,,
25,Chinmay,Boy,Bengali,the supreme being,,,,
26,Chinmayananda,Boy,Bengali,blissful,,,,
27,Chinmayu,Boy,Bengali,Supreme consciousness,,,,
28,Chintak,Boy,Bengali,thinker,,,,
29,Chintamani,Boy,Bengali,"philosopher's stone, a wishing stone ( gem )",,,,
0,Chintan,Boy,Bengali,meditation,,,,
1,Chintan ... thought,Boy,Bengali,,,,,
2,Chintav,Boy,Bengali,,,,,
3,Chintu,Boy,Bengali,,,,,
4,Chirag,Boy,Bengali,lamp,,,,
6,"Chiranjeet, Chirayu",Boy,Bengali,immortal,,,,
7,Chiranjeev,Boy,Bengali,immortal,,,,
8,Chiranjeev,Boy,Bengali,"long lived, immortal",,,,
9,Chirantan,Boy,Bengali,ancient,,,,
10,Chitesh,Boy,Bengali,Lord of the soul,,,,
11,Chitrabaahu,Boy,Bengali,with beautiful hands,,,,
12,Chitrabhanu,Boy,Bengali,the sun,,,,
13,Chitragupt,Boy,Bengali,god of destiny,,,,
14,Chitragupta,Boy,Bengali,Lord Yama's helper who is records all deeds,,,,
15,Chitraketu,Boy,Bengali,with beautiful banner,,,,
16,Chitraksh,Boy,Bengali,beautiful eyed,,,,
18,Chitral,Boy,Bengali,"of multiple colou, painting",,,,
19,Chitrarath,Boy,Bengali,the sun,,,,
20,Chitrasen,Boy,Bengali,a king of Gandharvas,,,,
21,Chittaprasad,Boy,Bengali,happiness,,,,
23,Chittaranjan,Boy,Bengali,joy of inner mind,,,,
24,Chittaranjan,Boy,Bengali,one who pleases the mind,,,,
25,Chittaswarup,Boy,Bengali,the supreme spirit,,,,
27,Chittesh,Boy,Bengali,lord of the soul,,,,
28,Chittesh ... ruler of mind,Boy,Bengali,,,,,
29,Cholan,Boy,Bengali,a South Indian dynasty,,,,
0,Chudamani,Boy,Bengali,crest jewel,,,,
1,Chudamani,Boy,Bengali,"the best, crest Jewel",,,,
2,Chunmay Supreme consciousness,Boy,Bengali,,,,,
3,Chyavan,Boy,Bengali,name of a saint,,,,
0,Chaitali,Girl,Bengali,Born In The Chaitra Month,,,,
1,Chakrika,Girl,Bengali,Goddess Lakshmi,,,,
2,Chameli,Girl,Bengali,Jasmine Flower,,,,
3,Chamelia,Girl,Bengali,Particular Flower,,,,
4,Champa,Girl,Bengali,A Type Of Flower,,,,
5,Chanchala,Girl,Bengali,Restless; Unsteady; Lakshmi,,,,
6,Chandi,Girl,Bengali,Great Goddess; Angry Name Of Goddess Sakti; Silver,,,,
7,Chandira,Girl,Bengali,Moon,,,,
8,Chandra,Girl,Bengali,Moon,,,,
9,Chandrabali,Girl,Bengali,Moonlit; Krishna's Girlfriend,,,,
10,Chandrakala,Girl,Bengali,Beams Of The Moon,,,,
11,Chandrakanta,Girl,Bengali,Shiva,,,,
12,Chandrani,Girl,Bengali,Wife Of The Moon,,,,
13,Chandrima,Girl,Bengali,The Moon,,,,
14,Charu,Girl,Bengali,Beautiful; Attractive,,,,
15,Charvi,Girl,Bengali,Lovely; A Beautiful Woman,,,,
16,Chhabi,Girl,Bengali,Description; Picture,,,,
17,Chira,Girl,Bengali,,,,,
18,Chitra,Girl,Bengali,Picture; Drawing; A Nakshatra; Name Of A River,,,,
19,Chitralekha,Girl,Bengali,,,,,
20,Chitta,Girl,Bengali,,,,,
21,Churni,Girl,Bengali,The Name Of A River,,,,
22,Cauvery,Girl,Bengali,Same as Kavery-name of a river,,,,
23,"Cauvery, Cavery",Girl,Bengali,name of a river in india,,,,
24,Chaaya,Girl,Bengali,Shadow,,,,
25,Chahna,Girl,Bengali,Love,,,,
26,Chairavali,Girl,Bengali,full moon of Chaitra month,,,,
28,"Chaitali, Chaitalee",Girl,Bengali,girl born in month of Chaitra,,,,
29,Chaitaly,Girl,Bengali,Name of an ancient city,,,,
0,Chaitanya,Girl,Bengali,divine radiance,,,,
1,Chaitra,Girl,Bengali,"1st month in Indian calendar, beginning",,,,
2,Chakori,Girl,Bengali,Alert,,,,
3,Chakrika,Girl,Bengali,Lakshmi,,,,
5,Chalama,Girl,Bengali,Goddess Parvati,,,,
6,Chaman,Girl,Bengali,Garden,,,,
7,Chameli,Girl,Bengali,A creeper with flowers,,,,
8,Chameli,Girl,Bengali,creeper with sweet scented flower,,,,
9,Champa,Girl,Bengali,A flower,,,,
10,Champa,Girl,Bengali,fragrant flower / Pagoda tree,,,,
11,Champakmala,Girl,Bengali,garland of Champa flowers,,,,
12,Champakmala,Girl,Bengali,a garland made of Champa flowers,,,,
13,Chanchal,Girl,Bengali,Active,,,,
14,Chanchala,Girl,Bengali,"Unsteady, Lakshmi",,,,
15,Chanchala,Girl,Bengali,"unsteady, Goddess Lakshmi, lightening",,,,
16,Chanchari,Girl,Bengali,"bird, vortex of water,",,,,
17,Chanda,Girl,Bengali,moon,,,,
18,Chandan,Girl,Bengali,Sandlewood,,,,
19,Chandana,Girl,Bengali,Sandal wood,,,,
20,Chandana,Girl,Bengali,"sandal wood, parrot",,,,
21,Chandani,Girl,Bengali,Star,,,,
22,Chandani,Girl,Bengali,"star, moon- light",,,,
23,Chandi,Girl,Bengali,Great Goddess,,,,
24,Chandika,Girl,Bengali,Goddess Durga,,,,
25,Chandika,Girl,Bengali,"Goddess Durga, Goddess Gayatri",,,,
26,Chandini,Girl,Bengali,Star,,,,
27,Chandini,Girl,Bengali,moon light,,,,
29,Chandrabha,Girl,Bengali,moon- light,,,,
0,Chandrabhaga,Girl,Bengali,River Chenab in India,,,,
1,Chandrajyoti,Girl,Bengali,moon- light,,,,
2,Chandrakala,Girl,Bengali,phases of the moon,,,,
3,Chandrakali,Girl,Bengali,1/16th of the moon,,,,
4,Chandrakanta,Girl,Bengali,wife of the moon (night),,,,
5,Chandrakanti,Girl,Bengali,moon light,,,,
6,Chandraki,Girl,Bengali,Peacock,,,,
8,Chandralekha,Girl,Bengali,ray of moon,,,,
9,Chandralekha,Girl,Bengali,"the phase of moon two nights after new moon, ray of moon",,,,
10,Chandramukhi,Girl,Bengali,one with a moon like face,,,,
11,Chandramukhi,Girl,Bengali,one with a round face ( like full moon ),,,,
12,Chandraprabha,Girl,Bengali,"star, moon light",,,,
13,Chandrapushpa,Girl,Bengali,star,,,,
14,Chandrika,Girl,Bengali,Moonlight,,,,
15,Chandrika,Girl,Bengali,moon- light,,,,
16,Chandrima,Girl,Bengali,Moon,,,,
17,Chane,Girl,Bengali,"name of a god, dependability",,,,
18,Chapala,Girl,Bengali,"quick, lightening",,,,
19,Chapala,Girl,Bengali,"quick, lightening,Goddess Lakshmi",,,,
20,Chara,Girl,Bengali,Quiet and Frisky,,,,
21,Charita,Girl,Bengali,Good,,,,
22,Charmaine,Girl,Bengali,Song,,,,
23,Charu,Girl,Bengali,"Beautiful, attractive",,,,
24,Charu,Girl,Bengali,"beautiful, attractive, kumkum, saffron",,,,
25,Charulata,Girl,Bengali,Beautiful creeper,,,,
26,Charulata,Girl,Bengali,beautiful creeper- like,,,,
27,Charulekha,Girl,Bengali,Beautiful picture,,,,
28,Charulekha,Girl,Bengali,"beautiful, picture- like",,,,
29,Charumati,Girl,Bengali,a beautiful lady,,,,
1,Charunetra,Girl,Bengali,One with beautiful eyes,,,,
2,Charusheela,Girl,Bengali,Beautiful Jewel,,,,
3,Charushila,Girl,Bengali,a diamond,,,,
4,Charvi,Girl,Bengali,beautiful,,,,
5,Chashmum,Girl,Bengali,my eyes,,,,
6,Chatura,Girl,Bengali,"smart, wise",,,,
7,Chaunta,Girl,Bengali,One who outshines the stars,,,,
8,Chayla,Girl,Bengali,,,,,
9,Chetana,Girl,Bengali,Consciousness,,,,
10,Chetna,Girl,Bengali,Power of intellect; Alert,,,,
11,Chhavi,Girl,Bengali,Reflection,,,,
12,Chhavi,Girl,Bengali,"image, radiance",,,,
13,Chhavvi,Girl,Bengali,"Image, radiance",,,,
14,Chhaya,Girl,Bengali,Shadow,,,,
16,Chinmayi,Girl,Bengali,Blissful,,,,
17,Chinmayi,Girl,Bengali,"happy, blissful",,,,
18,Chintamani,Girl,Bengali,,,,,
19,Chintanika,Girl,Bengali,Meditation,,,,
20,Chitra,Girl,Bengali,"Picture, a nakshatra",,,,
21,Chitra,Girl,Bengali,"picture, 14th nakshatra, a raagini",,,,
22,Chitragandha,Girl,Bengali,A fragrant material,,,,
24,Chitrakshi,Girl,Bengali,Colourful eyes,,,,
25,Chitralekha,Girl,Bengali,as beautiful as a picture,,,,
27,Chitrali,Girl,Bengali,line of pictures,,,,
28,Chitrangada,Girl,Bengali,name of Arjun's wife,,,,
29,Chitrani,Girl,Bengali,River Ganga,,,,
0,Chitrani,Girl,Bengali,River Ganga in India,,,,
1,Chitrathi,Girl,Bengali,A Bright Chariot,,,,
2,Chitrita,Girl,Bengali,"beautiful, decorated",,,,
3,Chunni,Girl,Bengali,A star,,,,
0,Deb,Boy,Bengali,Divinity,,,,
1,Debabrata,Boy,Bengali,Name Of Bhismha,,,,
2,Debashis,Boy,Bengali,Pleased By Gods; Benediction Of God; Blessing Of God,,,,
3,Debashish,Boy,Bengali,,,,,
4,Debendra,Boy,Bengali,Sky God,,,,
5,Debendranath,Boy,Bengali,Lord Of The Sky,,,,
6,Debesh,Boy,Bengali,,,,,
7,Debiprasad,Boy,Bengali,,,,,
8,Debraj,Boy,Bengali,,,,,
9,Deep,Boy,Bengali,Light; The Lamp Of Light,,,,
10,Deepak,Boy,Bengali,Lamp; Light,,,,
11,Deepankar,Boy,Bengali,One Who Lights Lamps,,,,
12,Deependra,Boy,Bengali,Lord Of Lights,,,,
13,Deependu,Boy,Bengali,Bright Moon,,,,
14,Deepesh,Boy,Bengali,Lord Of Light,,,,
15,Deeptendu,Boy,Bengali,Bright Moon,,,,
16,Deeptimay,Boy,Bengali,Lustrous,,,,
17,Deeptimoy,Boy,Bengali,Lustrous,,,,
18,Dev,Boy,Bengali,,,,,
19,Dev Kumar,Boy,Bengali,Son Of God,,,,
20,Devadas,Boy,Bengali,Follower Of God; A Famous Bengali Novel,,,,
21,Devakumar,Boy,Bengali,Son Of God,,,,
22,Devdas,Boy,Bengali,Follower Of God; A Famous Bengali Novel,,,,
23,Deveedaas,Boy,Bengali,Servant Of The God,,,,
24,Deveeprasad,Boy,Bengali,Blessing Of The Goddess,,,,
25,Devendranath,Boy,Bengali,Lord Of The King Of Gods,,,,
26,Devesh,Boy,Bengali,Lord Shiva,,,,
27,Devidaas,Boy,Bengali,Servant Of The God,,,,
28,Devidas,Boy,Bengali,Servant Of The God,,,,
29,Deviprasad,Boy,Bengali,Blessing Of The Goddess,,,,
0,Dheerandra,Boy,Bengali,Lord Of The Brave; Couragious,,,,
1,Dheerendra,Boy,Bengali,Lord Of The Brave; Couragious,,,,
2,Dhir,Boy,Bengali,Wise,,,,
3,Dhirendra,Boy,Bengali,Lord Of The Brave; Couragious,,,,
4,Dhirendra Dhirendro,Boy,Bengali,,,,,
5,Dhirendro,Boy,Bengali,Lord Of Courage,,,,
6,Dhurjati,Boy,Bengali,,,,,
7,Dhurjatiprasad,Boy,Bengali,,,,,
8,Dibyendu,Boy,Bengali,,,,,
9,Diganta,Boy,Bengali,,,,,
10,Dilip,Boy,Bengali,A King,,,,
11,Dilipkumar,Boy,Bengali,,,,,
12,Dinabandhu,Boy,Bengali,Friend Of The Poor,,,,
13,Dinesh,Boy,Bengali,The Lord Of The Day; The Sun,,,,
14,Dinesh Chandra,Boy,Bengali,,,,,
15,Dipak,Boy,Bengali,,,,,
16,Dipankar,Boy,Bengali,One Who Lights Lamps,,,,
17,Dipen,Boy,Bengali,Lord Of The Lamp,,,,
18,Dipendra,Boy,Bengali,Lord Of Lights,,,,
19,Dipesh,Boy,Bengali,Lord Of Light,,,,
20,Dipok,Boy,Bengali,,,,,
21,Diptendu,Boy,Bengali,Bright Moon,,,,
